"rgn_id","year","count"
10,2008,33981.2675021759
1,2008,20450.4400454648
11,2008,6047.53443261085
7,2008,20227.610343457
3,2008,18092.327194392
5,2009,20592.3375563889
9,2009,187217.73752419
8,2009,77968.5593559298
2,2009,4718.19424731965
4,2009,12760.2319668894
6,2009,24418.6076155636
12,2009,24931.6362057931
10,2009,37762.4082985007
1,2009,22725.9876881109
11,2009,6720.45162614577
7,2009,22478.3634290183
3,2009,20105.4844861496
5,2010,20427.5632290562
9,2010,185719.671717876
8,2010,77344.6759873811
2,2010,4680.44053037527
4,2010,12658.1280346284
6,2010,24223.2165079131
12,2010,24732.139981828
10,2010,37460.2436992264
1,2010,22544.1404682882
11,2010,6666.67638605767
7,2010,22298.4976316841
3,2010,19944.6058256852
5,2011,19381.0235824837
9,2011,176204.929434532
8,2011,73382.1735114634
2,2011,4440.65340924203
4,2011,12009.6300864841
6,2011,22982.2189322952
12,2011,23465.0693701582
10,2011,35541.0901632948
1,2011,21389.1648829279
11,2011,6325.13094225485
7,2011,21156.1067567231
3,2011,18922.8089281408
5,2012,19523.5311088254
9,2012,177500.553915668
8,2012,73921.7483166947
2,2012,4473.30527254528
4,2012,12097.9361900612
6,2012,23151.2058362091
12,2012,23637.6066449388
10,2012,35802.4217086131
1,2012,21546.4381541259
11,2012,6371.63925800672
7,2012,21311.6663652284
3,2012,19061.947229083
5,2013,20374.122906678
9,2013,185233.81253745
8,2013,77142.3354354193
2,2013,4668.19608163655
4,2013,12625.013245787
6,2013,24159.8464189454
12,2013,24667.4385037853
10,2013,37362.244369732
1,2013,22485.1629915889
11,2013,6649.23576765072
7,2013,22240.1627784946
3,2013,19892.4289628319
